Index,ProblemSize,Threads,Operation,AvgSqTime,AvgParTime,AvgSpeedup
274,26848,19,2,0.025208500000000002,0.006526,3.862876
275,26882,28,2,0.0252655,0.007292,3.4659345000000004
276,27003,8,2,0.0253815,0.0053335,4.758955
277,27537,4,2,0.025876,0.0082955,3.119394
278,27686,61,2,0.0259425,0.018097500000000002,1.4365109999999999
279,27875,56,2,0.0262245,0.0137965,1.9117570000000002
280,28035,60,2,0.026278500000000003,0.0199545,1.3379085000000002
281,28194,17,2,0.026468,0.0065544999999999996,4.038901
282,28387,10,2,0.026718,0.005098500000000001,5.2404225
283,28614,58,2,0.026816,0.0135695,1.9767204999999999
284,28894,21,2,0.0271765,0.0068885000000000005,3.9452855
285,28983,39,2,0.027306999999999998,0.009119,2.9953380000000003
286,29373,48,2,0.0275615,0.009978,2.7632190000000003
287,29478,33,2,0.0280865,0.008088,3.472759
288,29522,33,2,0.027713500000000002,0.007913,3.502464
289,30499,24,2,0.02858,0.019948,2.4627329999999996
290,30516,52,2,0.0285785,0.011892,2.4040134999999996
291,31616,18,2,0.0296585,0.0077185,3.8793385
292,31835,31,2,0.029896,0.0081245,3.686867
293,31923,9,2,0.0299455,0.0056935,5.260915499999999
294,32258,38,2,0.030262999999999998,0.009073000000000001,3.3361945
295,33639,15,2,0.0315125,0.0072605,4.3409645
296,34036,33,2,0.0318295,0.00843,3.775837
297,34234,47,2,0.0320675,0.0114465,2.8105225000000003
298,35062,30,2,0.0328895,0.007967,4.1282745
299,35094,62,2,0.032848,0.0158615,2.092889
300,35114,17,2,0.032941,0.007376000000000001,4.466068999999999
301,35638,38,2,0.033507499999999996,0.009492500000000001,3.5375745
302,35716,5,2,0.0334965,0.008753,3.826974
303,36556,6,2,0.034246,0.007872,4.3504895
304,36605,2,2,0.0342085,0.018915500000000002,1.8085170000000002
305,36641,45,2,0.0343415,0.009869,3.4797915
306,36719,23,2,0.03447,0.007641500000000001,4.5114035
307,37808,62,2,0.035471,0.0157525,2.257884
308,37947,29,2,0.035665,0.008168,4.366547000000001
309,38204,35,2,0.035814,0.009023,3.9698495
310,38746,36,2,0.036477499999999996,0.0091335,3.9951265
311,38995,56,2,0.0365355,0.0144725,2.552524
312,39070,8,2,0.0366535,0.007064,5.18987
313,40336,58,2,0.0377635,0.0170645,2.2555545
314,40927,53,2,0.0383395,0.0126535,3.0334440000000003
315,41126,14,2,0.038544999999999996,0.008558,4.5039625
316,41952,16,2,0.0394265,0.008425,4.67984
317,42010,51,2,0.039331000000000005,0.012205,3.223755
318,42335,4,2,0.0395785,0.012035500000000001,3.289184
319,42823,40,2,0.0402135,0.010319499999999999,3.8972610000000003
320,43875,52,2,0.0413715,0.012826500000000001,3.2256285
321,44288,18,2,0.0415355,0.00841,4.938891
322,44320,21,2,0.041597999999999996,0.011504,3.9029525
323,44576,26,2,0.041643,0.008491499999999999,4.904450000000001
324,44693,60,2,0.0421165,0.0201435,2.106369
325,45113,31,2,0.0423585,0.0091545,4.6352865
326,45262,2,2,0.042448,0.022988,1.8465405000000001
327,45532,24,2,0.0425595,0.008539000000000001,4.9845685
328,46012,33,2,0.0430515,0.0091865,4.686513
329,46622,14,2,0.043655,0.0080295,5.6201375
330,46884,58,2,0.0438155,0.0143905,3.0526530000000003
331,47608,47,2,0.0445275,0.011337,3.92992
332,47723,40,2,0.044668,0.010831,4.124442999999999
333,47816,63,2,0.0447095,0.0259555,1.8832164999999998
334,47965,40,2,0.044842999999999994,0.010225,4.3861585000000005
335,48110,56,2,0.045115,0.015746,2.92841
336,48915,41,2,0.0469645,0.020741000000000002,2.8041695
337,49377,50,2,0.0464185,0.012681000000000001,3.661188
338,49926,21,2,0.0468535,0.008983999999999999,5.215346500000001
339,49935,30,2,0.046982499999999996,0.0105305,4.5282275
340,50383,43,2,0.0470475,0.0109085,4.3128655
341,50949,14,2,0.047574000000000005,0.010001,4.757006499999999
342,51006,43,2,0.047658,0.011165999999999999,4.278198
343,51550,38,2,0.048303,0.010668500000000001,4.534559
344,53043,54,2,0.04957,0.0140055,3.5393695000000003
345,53274,35,2,0.049737500000000004,0.0098655,5.041798
346,53436,21,2,0.049852,0.009458999999999999,5.2710585000000005
347,54219,14,2,0.050693,0.010603000000000001,4.7817765
348,54506,64,2,0.0515795,0.5592015,0.0922695
349,54910,15,2,0.051348,0.010291999999999999,4.9890755
350,55841,29,2,0.052273,0.0101835,5.141563
351,55848,40,2,0.052282499999999996,0.011078500000000002,4.722753
352,56075,7,2,0.0524275,0.01013,5.1754815
353,57351,11,2,0.053626999999999994,0.0079815,6.718801
354,57851,49,2,0.055754,0.012516,4.4537580000000005
355,59222,53,2,0.055423,0.014639,3.787395
356,59257,22,2,0.0553465,0.010043,5.511256
357,60136,57,2,0.0565395,0.017356,3.259099
358,60284,5,2,0.0563055,0.014997,3.7806865
359,60966,17,2,0.057023000000000004,0.010616,5.371639999999999
360,61065,38,2,0.057042999999999996,0.010891499999999998,5.2384485
361,62675,1,2,0.058457999999999996,0.059997,0.974352
362,65922,38,2,0.061629,0.0109945,5.605387
363,66238,13,2,0.061859,0.013000000000000001,4.758452
364,66260,5,2,0.061858,0.014948,4.1384505
365,66927,41,2,0.0627875,0.015894,4.0866785
366,67341,39,2,0.06301000000000001,0.011252,5.6003795
367,67366,1,2,0.06299850000000001,0.06449650000000001,0.9767915
368,68109,45,2,0.06368499999999999,0.014296,4.496248
369,68449,1,2,0.063807,0.06571850000000001,0.9709099999999999
370,69580,32,2,0.0649755,0.011005000000000001,5.904693
371,70054,27,2,0.06550249999999999,0.010905999999999999,6.0062035
372,70348,29,2,0.065711,0.0114405,5.751973
373,70958,59,2,0.06651599999999999,0.026186,2.9949035
374,71009,39,2,0.0663745,0.012043499999999999,5.529847
375,72716,59,2,0.068039,0.018415,3.7318835000000004
376,73293,2,2,0.068636,0.0366825,1.871168
377,74112,57,2,0.069636,0.0210585,3.429271
378,75082,35,2,0.0700255,0.0114555,6.1127755
379,75809,1,2,0.070657,0.07242799999999999,0.9755475
380,77215,56,2,0.0723185,0.015021,4.8163
381,78042,25,2,0.072919,0.011466500000000001,6.359341499999999
382,80475,60,2,0.0751445,0.032406000000000004,2.319305
383,81052,44,2,0.07571649999999999,0.012403500000000001,6.1050975
384,82793,29,2,0.07762849999999999,0.0121885,6.381599
385,83186,19,2,0.0790825,0.013054,6.0601215
386,83291,62,2,0.077944,0.031898499999999996,2.4437815
387,83821,63,2,0.078623,0.0852045,1.1217994999999998
388,83856,23,2,0.0784135,0.012282999999999999,6.383831
389,85532,58,2,0.08007349999999999,0.0187785,4.267547
390,85982,1,2,0.08019899999999999,0.0827015,0.969745
391,86252,9,2,0.0809565,0.0122675,6.599329
392,86912,9,2,0.081315,0.0122705,6.6267215
393,87926,2,2,0.0820905,0.0435715,1.884045
394,89070,52,2,0.083464,0.0151485,5.5170010000000005
395,92036,53,2,0.0860635,0.015658,5.5077134999999995
396,94897,33,2,0.0889315,0.013353,6.675382
397,95440,60,2,0.0893265,0.017228,5.204573
398,98947,1,2,0.092625,0.101634,0.9158204999999999
399,101144,18,2,0.094969,0.0151515,6.268038000000001
400,102267,24,2,0.0957205,0.0137905,6.941069000000001
401,103336,44,2,0.09694349999999999,0.0139545,6.947734
402,104844,60,2,0.0985545,0.0236225,4.1917525
403,104971,5,2,0.09856400000000001,0.022618,4.357749500000001
404,106902,31,2,0.10022149999999999,0.0157895,6.3727754999999995
405,107604,36,2,0.1008355,0.0135715,7.430088
406,108181,17,2,0.1033255,0.018749500000000002,5.5666415
407,109238,17,2,0.102775,0.016802499999999998,6.117103
408,110279,21,2,0.1032575,0.015264,6.764972
409,116634,28,2,0.1096105,0.014641999999999999,7.4859805
410,116689,31,2,0.1098755,0.0145305,7.561745999999999
411,117129,33,2,0.110155,0.0144725,7.6114985
412,121143,37,2,0.1140455,0.0150335,7.5894015
413,122737,33,2,0.1159,0.024309,5.5638755
414,123602,45,2,0.1166905,0.016287,7.165178
415,123792,53,2,0.11683750000000001,0.0166905,7.0101315
416,124384,42,2,0.1192,0.0151135,7.886942
417,128640,47,2,0.1218815,0.0164615,7.4049890000000005
418,129187,31,2,0.12182799999999999,0.0173185,7.12948
419,130291,22,2,0.12297949999999999,0.035509,3.8315245
420,135532,4,2,0.128511,0.035529500000000006,3.6170095
421,138924,5,2,0.131733,0.0330105,4.032516
422,139599,29,2,0.132336,0.0167455,7.9029775
423,140491,2,2,0.1328145,0.06879550000000001,1.930574
424,140742,44,2,0.133388,0.016392999999999998,8.1375685
